jobID,Degree,Experience,Skill1,Skill2,Skill3,Skill4,Skill5,Skill6,Skill7,Skill8,Skill9,Skill10,Skill11,Skill12,Skill13,Skill14,Skill15,Skill16,Skill17,Skill18,Skill19,Skill20,Skill21,Skill22,Skill23,Skill24,Skill25,Skill26,Skill27,Skill28,Skill29
3928100398,,,security,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3946546453,,,python,react,java,javascript,html,,,,,,,,,,,,,,,,,,,,,,,,
3944486350,,,communication,react,,,,,,,,,,,,,,,,,,,,,,,,,,,
3884364974,,,distributed systems,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3926411853,,,communication,typescript,,,,,,,,,,,,,,,,,,,,,,,,,,,
3948751797,undergraduate,,assembly,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3939799418,,5.0,collaborative,adaptable,communication,interpersonal skills,self-motivated,written communication,,,,,,,,,,,,,,,,,,,,,,,
3948942510,,,html,react,vue,angular,communication,json,typescript,javascript,collaboration,jquery,css,sql,,,,,,,,,,,,,,,,,
3888466397,,6.0,rest,react,javascript,devops,debugging,angular,security,typescript,,,,,,,,,,,,,,,,,,,,,
3929626243,undergraduate,5.0,ci/cd,java,postgresql,communication,spring,db2,scrum,collaboration,selenium,azure,protractor,,,,,,,,,,,,,,,,,,
3939098104,,2.0,tableau,written communication,communication,power bi,negotiation,sql,,,,,,,,,,,,,,,,,,,,,,,
3928178125,,,proactive,creative,innovative,analytical,communication,self-motivated,detail-oriented,written communication,,,,,,,,,,,,,,,,,,,,,
3934863451,undergraduate,6.0,leadership,analytical,communication,redshift,aws,,,,,,,,,,,,,,,,,,,,,,,,
3933305120,,5.0,communication,presentation,,,,,,,,,,,,,,,,,,,,,,,,,,,
3948740002,,,collaboration,communication,analytical,power bi,interpersonal skills,sql,,,,,,,,,,,,,,,,,,,,,,,
3890928160,undergraduate,,python,algorithms,java,communication,machine learning,sql,,,,,,,,,,,,,,,,,,,,,,,
3869753636,,,rest,powershell,sql,,,,,,,,,,,,,,,,,,,,,,,,,,
3905287390,,,tableau,oracle,security,snowflake,sql,,,,,,,,,,,,,,,,,,,,,,,,
3937776303,,,testing,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3948873686,,,testing,salesforce,,,,,,,,,,,,,,,,,,,,,,,,,,,
3924450654,undergraduate,5.0,testing,communication,analytical,power bi,databricks,sql,,,,,,,,,,,,,,,,,,,,,,,
3827390081,undergraduate,,scrum,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3858184860,,3.0,tableau,ms excel,security,snowflake,sql,,,,,,,,,,,,,,,,,,,,,,,,
3787747881,,,security,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3929697743,undergraduate,,python,tensorflow,communication,machine learning,aws,algorithms,collaboration,azure,pytorch,scikit-learn,,,,,,,,,,,,,,,,,,,
3827321738,undergraduate,,scrum,communication,leadership,,,,,,,,,,,,,,,,,,,,,,,,,,
3941701095,,,presentation,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3819938822,,,testing,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3888463474,,,salesforce,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3947894079,,10.0,creative,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3879057444,,,proactive,collaborative,communication,presentation,self-motivated,negotiation,,,,,,,,,,,,,,,,,,,,,,,
3918601269,,,scrum,jira,interpersonal skills,,,,,,,,,,,,,,,,,,,,,,,,,,
3933961929,,,data structures,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3887688038,undergraduate,,python,analytical,databricks,sql,,,,,,,,,,,,,,,,,,,,,,,,,
3936891816,,5.0,creative,written communication,analytical,communication,innovative,machine learning,sql,,,,,,,,,,,,,,,,,,,,,,
3937842946,,,testing,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3930188517,,3.0,python,sql,,,,,,,,,,,,,,,,,,,,,,,,,,,
3948804467,,,tableau,detail-oriented,salesforce,analytical,power bi,presentation,communication,sql,,,,,,,,,,,,,,,,,,,,,
3939103705,,1.0,javascript,oracle,mysql,mongodb,unix,operating systems,sql,,,,,,,,,,,,,,,,,,,,,,
3938447233,,,python,sql,,,,,,,,,,,,,,,,,,,,,,,,,,,
3938932598,,,python,sql,,,,,,,,,,,,,,,,,,,,,,,,,,,
3812562219,,,scrum,collaboration,sql,,,,,,,,,,,,,,,,,,,,,,,,,,
3937919880,,,python,analytical,sql,,,,,,,,,,,,,,,,,,,,,,,,,,
3941229174,undergraduate,3.0,testing,communication,analytical,power bi,databricks,sql,,,,,,,,,,,,,,,,,,,,,,,
3949545188,,2.0,python,tableau,hadoop,sql,,,,,,,,,,,,,,,,,,,,,,,,,
3888469082,,,python,tableau,pandas,numpy,gcp,sql,,,,,,,,,,,,,,,,,,,,,,,
3800298751,,8.0,webpack,react,javascript,babel,cypress,playwright,,,,,,,,,,,,,,,,,,,,,,,
3924445432,undergraduate,,python,d3.js,javascript,java,,,,,,,,,,,,,,,,,,,,,,,,,
3948859462,,,postgresql,jira,communication,gcp,aws,collaborative,collaboration,azure,mysql,,,,,,,,,,,,,,,,,,,,
3943568510,,3.0,php,asp.net,analytical,communication,presentation,verbal communication,sql,,,,,,,,,,,,,,,,,,,,,,
3846045655,,,html,python,react,java,vue,angular,communication,security,mentoring,javascript,node.js,css,sql,,,,,,,,,,,,,,,,
3901702253,,,mongodb,node.js,,,,,,,,,,,,,,,,,,,,,,,,,,,
3923221267,,3.0,organized,java,node.js,communication,typescript,aws,,,,,,,,,,,,,,,,,,,,,,,
3946970190,,,express,node.js,,,,,,,,,,,,,,,,,,,,,,,,,,,
3920707120,,3.0,react,express,communication,gcp,typescript,aws,sql,,,,,,,,,,,,,,,,,,,,,,
3943543036,,,cypress,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3912573845,,,python,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3916380403,,,react,javascript,debugging,communication,css,,,,,,,,,,,,,,,,,,,,,,,,
3912576259,,,python,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3802909760,,,python,git,typescript,linux,,,,,,,,,,,,,,,,,,,,,,,,,
3819128297,,,html,javascript,collaboration,analytical,communication,css,,,,,,,,,,,,,,,,,,,,,,,
3891655271,,,leadership,security,,,,,,,,,,,,,,,,,,,,,,,,,,,
3948465658,,,javascript,creative,adobe creative,communication,css,written communication,,,,,,,,,,,,,,,,,,,,,,,
3945052455,,3.0,html,optimizely,react,vue,angular,communication,sass,git,bootstrap,aws,graphql,umbraco,javascript,azure,css,sql,,,,,,,,,,,,,
3878580266,undergraduate,,communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3891151721,,,spring,java,,,,,,,,,,,,,,,,,,,,,,,,,,,
3912065310,,3.0,tableau,bigquery,snowflake,,,,,,,,,,,,,,,,,,,,,,,,,,
3818366750,,6.0,ci/cd,java,postgresql,team player,jenkins,laravel,angular,spring,git,docker,aws,gitlab ci,rest,php,version control,azure,oracle,css,,,,,,,,,,,
3859912309,undergraduate,5.0,golang,php,react,javascript,jquery,ruby,css,,,,,,,,,,,,,,,,,,,,,,
3887615894,,,collaborative,react,javascript,node.js,communication,adaptability,typescript,time management,,,,,,,,,,,,,,,,,,,,,
3945054237,,6.0,webpack,npm,java,redux,javascript,rest,azure,typescript,,,,,,,,,,,,,,,,,,,,,
3820671396,undergraduate,3.0,python,collaboration,java,communication,analytical,problem solving,scala,,,,,,,,,,,,,,,,,,,,,,
3917059441,undergraduate,4.0,ci/cd,figma,react,vue,communication,cassandra,typescript,mentoring,graphql,node.js,mysql,sql,,,,,,,,,,,,,,,,,
3945137911,,,security,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3945597544,,,postgresql,jira,communication,gcp,aws,collaborative,collaboration,azure,mysql,,,,,,,,,,,,,,,,,,,,
3949883667,,3.0,communication,collaborative,security,verbal communication,,,,,,,,,,,,,,,,,,,,,,,,,
3888464390,,,react,java,css,team player,spring,distributed systems,angular,communication,linux,unix,written communication,algorithms,javascript,shell scripting,html,,,,,,,,,,,,,,
3807208078,,,react,vue,laravel,git,sass,gcp,linux,oop,aws,php,javascript,jquery,redis,symfony,flask,css,python,foundation,angular,unix,django,,,,,,,,
3818350930,,,rest,devops,,,,,,,,,,,,,,,,,,,,,,,,,,,
3906473988,,,scrum,java,,,,,,,,,,,,,,,,,,,,,,,,,,,
3945454369,,2.0,distributed systems,collaborative,testing,,,,,,,,,,,,,,,,,,,,,,,,,,
3945669796,,,scrum,teamwork,ci/cd,react,devops,,,,,,,,,,,,,,,,,,,,,,,,
3939766034,undergraduate,5.0,jenkins,docker,git,angular,unit tests,kubernetes,oop,aws,graphql,typescript,integration tests,devops,version control,mongodb,shell scripting,,,,,,,,,,,,,,
3945595313,,10.0,react,java,team player,unit tests,communication,linux,unix,written communication,javascript,analytical,shell scripting,,,,,,,,,,,,,,,,,,
3948207524,,5.0,communication,rest,collaboration,encryption,,,,,,,,,,,,,,,,,,,,,,,,,
3932332063,,,docker,rest,security,kubernetes,,,,,,,,,,,,,,,,,,,,,,,,,
3923668350,,5.0,azure,communication,analytical,testing,interpersonal skills,,,,,,,,,,,,,,,,,,,,,,,,
3945523609,,,ci/cd,java,jenkins,testing,angular,spring,git,soap,devops,oracle,mongodb,,,,,,,,,,,,,,,,,,
3942446572,,5.0,html,javascript,react,express,mongodb,mentoring,css,,,,,,,,,,,,,,,,,,,,,,
3944469054,,5.0,teamwork,ci/cd,java,jenkins,testing,git,communication,scrum,kotlin,,,,,,,,,,,,,,,,,,,,
3945006805,,,flutter,react,redux,azure,typescript,aws,,,,,,,,,,,,,,,,,,,,,,,
3862264644,,5.0,security,debugging,jenkins,testing,kotlin,,,,,,,,,,,,,,,,,,,,,,,,
3707103713,,,java,kotlin,,,,,,,,,,,,,,,,,,,,,,,,,,,
3891680046,,,java,creative,jira,team player,jenkins,communication,git,linux,written communication,scrum,interpersonal skills,,,,,,,,,,,,,,,,,,
3908456394,,,security,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3945764883,,5.0,linux,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3945770047,,5.0,linux,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3945766862,,5.0,linux,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3707102827,,,java,kotlin,,,,,,,,,,,,,,,,,,,,,,,,,,,
3859910623,,,devops,java,selenium,azure,testing,kotlin,,,,,,,,,,,,,,,,,,,,,,,
3938876885,,8.0,networking,java,kotlin,,,,,,,,,,,,,,,,,,,,,,,,,,
3915653937,,,networking,react,debugging,rust,communication,security,linux,proactive,flutter,tcp/ip,swift,dns,kotlin,,,,,,,,,,,,,,,,
3919914890,,3.0,dart,flutter,,,,,,,,,,,,,,,,,,,,,,,,,,,
3922480330,,,networking,npm,objective-c,javascript,debugging,swift,git,,,,,,,,,,,,,,,,,,,,,,
3912126276,,4.0,python,networking,postgresql,django,aws,,,,,,,,,,,,,,,,,,,,,,,,
3936929812,undergraduate,2.0,jira,confluence,analytical,testing,playwright,communication,,,,,,,,,,,,,,,,,,,,,,,
3859911590,,,swift,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3936934246,,,communication,git,,,,,,,,,,,,,,,,,,,,,,,,,,,
3946504906,,,proactive,rest,swift,communication,interpersonal skills,,,,,,,,,,,,,,,,,,,,,,,,
3948452099,,3.0,rest,objective-c,java,testing,xml,jest,communication,json,,,,,,,,,,,,,,,,,,,,,
3943501801,undergraduate,,react,vue,angular,docker,communication,kubernetes,aws,javascript,node.js,azure,interpersonal skills,,,,,,,,,,,,,,,,,,
3936177879,,3.0,fastapi,docker,kubernetes,,,,,,,,,,,,,,,,,,,,,,,,,,
3950409037,,,creative,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3928627681,,,scrum,collaboration,,,,,,,,,,,,,,,,,,,,,,,,,,,
3947431320,undergraduate,2.0,jira,confluence,analytical,testing,playwright,communication,,,,,,,,,,,,,,,,,,,,,,,
3943772147,,5.0,collaborative,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3819461680,,,python,machine learning,,,,,,,,,,,,,,,,,,,,,,,,,,,
3938363455,undergraduate,5.0,ci/cd,java,testing,scala,communication,aws,spark,presto,version control,debugging,hadoop,sql,,,,,,,,,,,,,,,,,
3912809851,,5.0,java,jenkins,spring,docker,initiative,security,kubernetes,rest,analytical,,,,,,,,,,,,,,,,,,,,
3947422724,,2.0,java,objective-c,kotlin,swift,,,,,,,,,,,,,,,,,,,,,,,,,
3832494975,,,communication,resilient,kotlin,,,,,,,,,,,,,,,,,,,,,,,,,,
3822105377,,3.0,communication,objective-c,verbal communication,,,,,,,,,,,,,,,,,,,,,,,,,,
3927139983,graduate,5.0,testing,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3715848934,undergraduate,7.0,python,emotional intelligence,groovy,java,xml,spring,scala,json,mentoring,aws,rest,redis,mysql,dynamodb,,,,,,,,,,,,,,,
3921462121,graduate,8.0,communication,azure,testing,gcp,verbal communication,aws,,,,,,,,,,,,,,,,,,,,,,,
3912072258,,12.0,java,testing,communication,gcp,mentoring,aws,collaborative,redis,mysql,sql,,,,,,,,,,,,,,,,,,,
3811235807,,5.0,team player,postgresql,communication,typescript,sql,,,,,,,,,,,,,,,,,,,,,,,,
3944625622,,7.0,algorithms,objective-c,java,swift,communication,verbal communication,,,,,,,,,,,,,,,,,,,,,,,
3920022750,,,docker,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3950778523,,,python,networking,communication,self-motivated,security,linux,collaborative,vmware,analytical,virtualization,powershell,,,,,,,,,,,,,,,,,,
3946416020,,2.0,python,networking,linux,problem solving,distributed systems,unix,,,,,,,,,,,,,,,,,,,,,,,
3925591526,,3.0,leadership,creative,communication,analytical,testing,,,,,,,,,,,,,,,,,,,,,,,,
3933883025,,5.0,analytical,xml,sql,,,,,,,,,,,,,,,,,,,,,,,,,,
3944774837,,,networking,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3937786874,graduate,,networking,vmware,azure,virtualization,security,linux,operating systems,,,,,,,,,,,,,,,,,,,,,,
3945590493,,5.0,communication,testing,written communication,,,,,,,,,,,,,,,,,,,,,,,,,,
3818384811,,3.0,leadership,communication,written communication,,,,,,,,,,,,,,,,,,,,,,,,,,
3931512537,graduate,4.0,python,data factory,java,scala,devops,azure,databricks,sql,,,,,,,,,,,,,,,,,,,,,
3946687012,,3.0,python,ci/cd,git,terraform,security,gcp,aws,cloud security,collaborative,devops,azure,incident response,siem,,,,,,,,,,,,,,,,
3947151262,undergraduate,10.0,leadership,networking,emotional intelligence,communication,security,unix,linux,mentoring,written communication,critical thinking,collaboration,tcp/ip,,,,,,,,,,,,,,,,,
3818384726,,1.0,leadership,communication,written communication,,,,,,,,,,,,,,,,,,,,,,,,,,
3947180623,,,python,debugging,analytical,communication,linux,critical thinking,,,,,,,,,,,,,,,,,,,,,,,
3945209005,graduate,,python,distributed systems,hugging face,rust,,,,,,,,,,,,,,,,,,,,,,,,,
3944493779,,3.0,leadership,communication,written communication,,,,,,,,,,,,,,,,,,,,,,,,,,
3921383889,,,leadership,collaborative,creative,communication,written communication,,,,,,,,,,,,,,,,,,,,,,,,
3846995975,,,communication,presentation,security,,,,,,,,,,,,,,,,,,,,,,,,,,
3931186351,,3.0,communication,problem solving,,,,,,,,,,,,,,,,,,,,,,,,,,,
3945773314,,,python,networking,express,testing,gcp,security,ids/ips,aws,terraform,kubernetes,debugging,azure,dns,powershell,,,,,,,,,,,,,,,
3916591091,,,communication,presentation,security,,,,,,,,,,,,,,,,,,,,,,,,,,
3907490404,,5.0,analytical,communication,,,,,,,,,,,,,,,,,,,,,,,,,,,
3950294728,,8.0,python,networking,linux,problem solving,distributed systems,unix,,,,,,,,,,,,,,,,,,,,,,,
3928817971,,3.0,leadership,communication,written communication,,,,,,,,,,,,,,,,,,,,,,,,,,
3938790902,undergraduate,5.0,innovative,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3948495430,,3.0,analytical,communication,interpersonal skills,,,,,,,,,,,,,,,,,,,,,,,,,,
3889811875,,,analytical,communication,,,,,,,,,,,,,,,,,,,,,,,,,,,
3927474879,,3.0,leadership,communication,written communication,,,,,,,,,,,,,,,,,,,,,,,,,,
3936028744,,,communication,time management,,,,,,,,,,,,,,,,,,,,,,,,,,,
3944062256,,,data structures,react,xml,testing,redshift,typescript,aws,json,rest,javascript,http,devops,node.js,dynamodb,,,,,,,,,,,,,,,
3927135462,,3.0,python,spark,data factory,pyspark,salesforce,azure,sql,,,,,,,,,,,,,,,,,,,,,,
3940001283,,,firewall,networking,ssh,http,dns,linux,,,,,,,,,,,,,,,,,,,,,,,
3941236056,,5.0,python,notion,https,react,terraform,typescript,php,django,sql,,,,,,,,,,,,,,,,,,,,
3902350986,,4.0,python,react,javascript,aws,sql,,,,,,,,,,,,,,,,,,,,,,,,
3947666452,,5.0,networking,communication,security,organized,aws,vmware,azure,dns,sql,,,,,,,,,,,,,,,,,,,,
3892885132,,,leadership,critical thinking,analytical,communication,problem solving,written communication,,,,,,,,,,,,,,,,,,,,,,,
3932039576,,5.0,leadership,teamwork,analytical,problem solving,critical thinking,,,,,,,,,,,,,,,,,,,,,,,,
3937596102,,9.0,communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3934127294,,5.0,proactive,collaboration,analytical,communication,initiative,adaptability,written communication,,,,,,,,,,,,,,,,,,,,,,
3944060767,,,testing,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3928454207,,3.0,teamwork,react,javascript,css,git,typescript,html,,,,,,,,,,,,,,,,,,,,,,
